,nro_inscripcion,sexo,nacionalidad,edad,regular,cnt_readmisiones,calidad,estado_civil,sit_lab_alumno,tipo_res_nuevo,sit_lab_padres,estudios_padres,inactividad
2169,FCEQN-6897,2,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,3
2170,FCEQN-6510,2,1.0,24,N,1.0,A,1.0,NC,-1.0,4,3.0,4
2171,FCEQN-7262,1,1.0,25,S,2.0,A,1.0,NC,-1.0,-1,-1.0,0
2172,FCEQN-7037,2,2.0,25,N,1.0,A,1.0,NC,2.0,4,5.0,1
2173,FCEQN-7158,1,1.0,27,S,0.0,A,1.0,NC,-1.0,4,5.0,3
2174,FCEQN-6992,1,1.0,24,S,2.0,A,1.0,NC,-1.0,-1,-1.0,0
2175,FCEQN-6885,1,1.0,24,N,0.0,A,1.0,NC,1.0,1,7.0,3
2176,FCEQN-6994,2,1.0,25,S,2.0,A,1.0,NC,1.0,4,5.0,3
2177,FCEQN-6585,2,1.0,25,N,2.0,P,1.0,NC,-1.0,4,5.0,0
2178,FCEQN-7126,1,1.0,25,S,1.0,A,1.0,NC,-1.0,4,3.0,2
2179,FCEQN-7266,2,2.0,25,S,0.0,A,1.0,NC,2.0,4,7.0,3
2180,FCEQN-7011,2,1.0,29,S,1.0,A,1.0,NC,-1.0,1,5.0,0
2181,FCEQN-6870,1,1.0,25,S,0.0,P,1.0,NC,1.0,1,5.0,2
2182,FCEQN-7139,2,1.0,24,S,2.0,A,1.0,NC,-1.0,4,3.0,1
2183,FCEQN-733,2,1.0,33,S,1.0,A,2.0,NC,1.0,-1,-1.0,10
2184,5003,2,1.0,39,S,2.0,P,1.0,NC,2.0,-1,-1.0,14
2185,FCEQN-7268,1,1.0,63,S,0.0,A,2.0,NC,1.0,3,3.0,37
2186,FCEQN-7270,2,1.0,34,S,1.0,A,1.0,NC,1.0,-1,-1.0,11
2187,FCEQN-7272,1,1.0,34,N,0.0,P,1.0,NC,-1.0,-1,-1.0,12
2188,5606,1,1.0,46,S,2.0,P,1.0,NC,-1.0,-1,-1.0,18
2189,FCEQN-2127,1,1.0,34,S,1.0,A,1.0,1,4.0,-1,5.0,9
2190,FCEQN-6597,1,1.0,29,S,2.0,A,1.0,NC,-1.0,4,3.0,3
2191,FCEQN-7264,1,1.0,31,N,2.0,A,1.0,NC,-1.0,-1,-1.0,4
2192,FCEQN-6589,2,1.0,26,S,0.0,A,1.0,NC,-1.0,4,5.0,1
2193,FCEQN-6553,1,1.0,24,N,0.0,P,1.0,NC,1.0,4,3.0,12
2194,FCEQN-7164,1,1.0,26,N,1.0,A,1.0,NC,-1.0,1,5.0,2
2195,FCEQN-6596,1,1.0,24,S,1.0,A,1.0,NC,1.0,4,5.0,3
2196,FCEQN-6288,1,1.0,26,N,1.0,P,1.0,NC,-1.0,4,5.0,1
2197,FCEQN-6106,2,1.0,25,S,1.0,P,1.0,NC,-1.0,-1,-1.0,2
2198,FCEQN-7215,1,1.0,25,S,2.0,A,1.0,NC,-1.0,-1,7.0,1
2199,FCEQN-6620,1,1.0,25,N,1.0,P,1.0,NC,1.0,4,1.0,6
2200,FCEQN-7172,1,1.0,33,N,0.0,A,1.0,NC,-1.0,-1,-1.0,4
2201,FCEQN-6604,1,1.0,26,S,0.0,P,1.0,NC,-1.0,4,5.0,3
2202,FCEQN-6797,1,1.0,24,N,1.0,P,1.0,NC,1.0,4,3.0,2
2203,FCEQN-7242,1,1.0,46,N,1.0,A,2.0,NC,-1.0,4,5.0,0
2204,FCEQN-7121,1,1.0,24,N,1.0,A,1.0,NC,-1.0,4,5.0,2
2205,FCEQN-6695,1,1.0,25,N,2.0,P,1.0,NC,-1.0,-1,-1.0,4
2206,FCEQN-6987,2,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,3.0,0
2207,FCEQN-6953,2,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,5.0,0
2208,FCEQN-6557,1,1.0,26,S,1.0,A,1.0,NC,2.0,4,3.0,1
2209,FCEQN-6534,2,1.0,26,N,1.0,P,1.0,NC,-1.0,4,5.0,1
2210,FCEQN-7254,1,1.0,36,N,2.0,P,1.0,NC,-1.0,-1,-1.0,2
2211,FCEQN-6841,1,1.0,24,S,1.0,A,1.0,NC,2.0,1,5.0,4
2212,FCEQN-6767,1,1.0,24,S,1.0,A,1.0,NC,3.0,3,3.0,3
2213,FCEQN-6666,1,1.0,24,N,2.0,P,1.0,NC,1.0,1,5.0,1
2214,FCEQN-6798,1,1.0,24,S,1.0,A,1.0,NC,-1.0,4,3.0,1
2215,FCEQN-6705,1,1.0,24,N,1.0,P,1.0,NC,-1.0,4,3.0,0
2216,FCEQN-6977,1,1.0,25,N,2.0,P,1.0,NC,-1.0,4,5.0,13
2217,FCEQN-7127,2,1.0,25,S,2.0,A,1.0,NC,3.0,4,5.0,3
2218,FCEQN-6270,1,1.0,25,S,0.0,A,1.0,NC,-1.0,4,5.0,1
2219,FCEQN-7148,2,1.0,26,N,0.0,A,1.0,NC,-1.0,-1,5.0,4
2220,FCEQN-7246,1,1.0,24,S,1.0,A,1.0,NC,3.0,1,3.0,0
2221,FCEQN-6565,1,1.0,24,S,1.0,A,1.0,NC,-1.0,4,5.0,1
2222,FCEQN-6245,2,1.0,25,N,2.0,A,1.0,NC,-1.0,4,5.0,1
2223,FCEQN-6997,1,1.0,24,N,1.0,P,1.0,NC,-1.0,1,4.0,3
2224,FCEQN-6649,2,1.0,25,N,2.0,P,1.0,NC,1.0,4,4.0,1
2225,FCEQN-7260,2,1.0,25,S,0.0,A,1.0,NC,-1.0,4,5.0,2
2226,FCEQN-6612,1,1.0,28,N,2.0,A,1.0,NC,1.0,4,5.0,0
2227,FCEQN-7173,1,1.0,24,S,1.0,A,1.0,NC,1.0,4,4.0,0
2228,FCEQN-7051,1,1.0,24,S,0.0,A,1.0,NC,2.0,4,5.0,3
2229,FCEQN-6793,1,1.0,25,N,1.0,A,1.0,NC,2.0,4,5.0,1
2230,FCEQN-6881,1,1.0,24,S,1.0,A,1.0,NC,-1.0,4,4.0,15
2231,FCEQN-7213,1,1.0,25,N,2.0,P,1.0,NC,-1.0,4,5.0,10
2232,FCEQN-7133,1,1.0,26,N,2.0,A,1.0,NC,-1.0,-1,-1.0,2
2233,FCEQN-6614,2,1.0,27,S,2.0,A,1.0,NC,-1.0,4,5.0,3
2234,FCEQN-7117,1,1.0,25,N,1.0,P,1.0,NC,-1.0,1,5.0,0
2235,FCEQN-6955,1,1.0,24,N,2.0,A,1.0,NC,2.0,4,3.0,3
2236,FCEQN-7263,2,1.0,27,S,1.0,A,1.0,NC,1.0,-1,-1.0,4
2237,FCEQN-6624,1,1.0,24,N,1.0,P,1.0,NC,1.0,4,4.0,1
2238,FCEQN-6796,2,1.0,23,S,0.0,A,1.0,NC,2.0,4,3.0,1
2239,FCEQN-7217,1,1.0,35,N,1.0,P,1.0,NC,1.0,1,5.0,3
2240,FCEQN-7160,2,1.0,25,S,1.0,A,1.0,NC,1.0,4,5.0,0
2241,FCEQN-6690,1,1.0,24,N,1.0,A,1.0,NC,-1.0,1,5.0,0
2242,FCEQN-6824,2,1.0,24,N,0.0,P,1.0,NC,-1.0,4,5.0,3
2243,FCEQN-6772,1,1.0,24,S,1.0,A,1.0,NC,-1.0,4,5.0,4
2244,FCEQN-6657,1,1.0,24,N,0.0,A,1.0,NC,-1.0,1,5.0,1
2245,FCEQN-6795,1,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,-1.0,2
2246,FCEQN-6763,1,1.0,25,N,1.0,A,1.0,NC,-1.0,4,3.0,5
2247,FCEQN-6607,2,1.0,25,S,0.0,P,1.0,NC,1.0,1,7.0,0
2248,FCEQN-7142,1,1.0,28,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
2249,FCEQN-6993,1,1.0,26,N,0.0,P,1.0,NC,-1.0,-1,5.0,0
2250,FCEQN-6747,2,1.0,24,N,0.0,A,1.0,NC,2.0,4,3.0,4
2251,FCEQN-6696,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
2252,FCEQN-6936,1,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,1.0,2
2253,FCEQN-6681,2,1.0,25,S,1.0,A,1.0,NC,-1.0,1,5.0,1
2254,FCEQN-6602,1,1.0,24,S,1.0,A,1.0,NC,1.0,4,5.0,1
2255,FCEQN-6852,1,1.0,24,N,1.0,P,1.0,NC,-1.0,4,3.0,1
2256,FCEQN-6232,1,1.0,25,S,1.0,A,1.0,NC,1.0,4,5.0,0
2257,FCEQN-7024,1,1.0,25,S,1.0,A,1.0,NC,2.0,1,5.0,2
2258,FCEQN-6636,1,1.0,24,N,1.0,A,1.0,NC,-1.0,4,3.0,0
2259,FCEQN-6658,2,1.0,24,S,2.0,P,1.0,NC,-1.0,-1,-1.0,3
2260,FCEQN-6671,1,1.0,25,N,0.0,P,1.0,NC,-1.0,4,5.0,0
2261,FCEQN-6622,1,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,-1.0,2
2262,FCEQN-6856,1,1.0,24,N,2.0,A,1.0,NC,-1.0,4,3.0,4
2263,FCEQN-7040,2,1.0,24,S,0.0,A,1.0,NC,-1.0,-1,-1.0,0
2264,FCEQN-6850,1,1.0,24,S,0.0,P,1.0,NC,-1.0,1,5.0,5
2265,FCEQN-6742,1,1.0,25,S,0.0,A,1.0,NC,2.0,1,3.0,3
2266,FCEQN-6519,1,1.0,25,S,0.0,A,1.0,NC,1.0,4,5.0,0
2267,FCEQN-6766,1,1.0,25,S,2.0,A,1.0,NC,-1.0,4,1.0,2
2268,FCEQN-6643,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,3
2269,FCEQN-7073,1,1.0,51,S,1.0,P,3.0,NC,1.0,4,3.0,4
2270,FCEQN-6700,2,1.0,25,S,2.0,A,1.0,NC,-1.0,1,4.0,0
2271,FCEQN-7265,1,1.0,29,S,0.0,A,1.0,NC,2.0,1,5.0,0
2272,FCEQN-7114,1,1.0,24,S,1.0,P,1.0,NC,1.0,-1,-1.0,4
2273,FCEQN-6635,2,1.0,27,N,1.0,P,1.0,NC,1.0,4,3.0,5
2274,FCEQN-6781,1,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,7.0,3
2275,FCEQN-6547,1,1.0,28,S,1.0,A,1.0,NC,-1.0,4,3.0,1
2276,FCEQN-6931,1,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,-1.0,1
2277,FCEQN-6764,1,1.0,24,S,0.0,A,1.0,NC,-1.0,-1,-1.0,3
2278,FCEQN-6616,1,1.0,24,N,1.0,P,1.0,NC,1.0,4,3.0,3
2279,FCEQN-6839,1,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
2280,FCEQN-7252,2,1.0,25,N,1.0,A,1.0,NC,-1.0,4,7.0,2
2281,FCEQN-7255,1,1.0,25,N,2.0,P,1.0,NC,2.0,4,4.0,1
2282,FCEQN-6866,1,1.0,24,N,2.0,A,1.0,NC,-1.0,1,5.0,2
2283,FCEQN-6632,1,1.0,24,N,1.0,P,1.0,NC,-1.0,4,5.0,2
2284,FCEQN-692,1,1.0,34,S,2.0,A,1.0,NC,4.0,1,5.0,3
2285,FCEQN-6508,1,1.0,24,S,1.0,A,1.0,NC,1.0,4,5.0,3
2286,FCEQN-6606,2,1.0,24,S,1.0,A,1.0,NC,2.0,1,5.0,2
2287,FCEQN-6691,1,1.0,25,N,1.0,A,1.0,NC,3.0,1,5.0,2
2288,FCEQN-7170,1,1.0,25,N,1.0,P,1.0,NC,-1.0,1,3.0,5
2289,FCEQN-7039,1,1.0,63,N,1.0,A,1.0,NC,-1.0,4,5.0,38
2290,FCEQN-3534,1,1.0,29,N,1.0,P,1.0,No,1.0,1,6.0,3
2291,FCEQN-6714,2,1.0,24,S,2.0,A,1.0,NC,-1.0,1,5.0,4
2292,FCEQN-6587,1,1.0,25,N,1.0,P,1.0,NC,-1.0,4,5.0,2
2293,FCEQN-6623,1,1.0,24,S,1.0,P,1.0,NC,2.0,4,5.0,2
2294,FCEQN-7017,2,1.0,23,S,0.0,A,1.0,NC,-1.0,3,3.0,1
2295,FCEQN-6985,2,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,3.0,1
2296,FCEQN-7053,1,1.0,25,S,2.0,P,1.0,NC,-1.0,4,5.0,1
2297,FCEQN-6653,2,1.0,24,S,2.0,P,1.0,NC,-1.0,-1,-1.0,1
2298,FCEQN-6851,1,1.0,33,N,0.0,A,1.0,NC,-1.0,1,2.0,2
2299,FCEQN-6538,2,1.0,24,N,0.0,P,1.0,NC,-1.0,4,3.0,1
2300,FCEQN-6778,1,1.0,24,S,0.0,P,1.0,NC,-1.0,4,5.0,1
2301,FCEQN-1834,2,1.0,31,N,0.0,P,1.0,NC,2.0,-1,-1.0,7
2302,FCEQN-6770,1,1.0,25,N,1.0,A,1.0,NC,-1.0,4,5.0,0
2303,FCEQN-6494,2,1.0,23,S,1.0,A,1.0,NC,1.0,1,3.0,3
2304,FCEQN-7175,1,1.0,24,S,2.0,A,1.0,NC,-1.0,-1,-1.0,7
2305,FCEQN-7032,1,1.0,24,N,1.0,P,1.0,NC,-1.0,4,5.0,4
2306,FCEQN-7274,2,2.0,51,S,2.0,A,2.0,NC,1.0,-1,5.0,2
2307,FCEQN-7276,1,1.0,34,N,2.0,P,1.0,NC,3.0,3,3.0,2
2308,FCEQN-6152,2,1.0,26,N,0.0,A,1.0,NC,-1.0,-1,1.0,4
2309,FCEQN-1720,1,1.0,33,S,2.0,A,1.0,No,4.0,3,5.0,6
2310,FCEQN-7279,1,1.0,27,S,1.0,A,1.0,NC,2.0,4,5.0,3
2311,FCEQN-7038,2,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,-1.0,5
2312,FCEQN-7159,2,1.0,25,N,1.0,A,1.0,NC,1.0,4,5.0,1
2313,FCEQN-7313,2,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,-1.0,3
2314,FCEQN-7315,2,1.0,23,S,1.0,P,1.0,NC,-1.0,3,3.0,4
2315,FCEQN-7316,2,1.0,24,S,2.0,A,1.0,NC,-1.0,4,5.0,14
2316,FCEQN-7317,2,1.0,23,N,1.0,P,1.0,NC,-1.0,1,5.0,2
2317,FCEQN-7318,2,1.0,24,N,0.0,P,1.0,NC,-1.0,4,4.0,1
2318,FCEQN-7319,1,1.0,29,S,0.0,A,1.0,NC,-1.0,-1,-1.0,3
2319,FCEQN-7320,2,1.0,39,N,1.0,P,1.0,NC,-1.0,-1,1.0,0
2320,FCEQN-7321,1,1.0,52,S,2.0,A,1.0,NC,-1.0,-1,1.0,4
2321,FCEQN-7323,2,1.0,23,N,0.0,A,1.0,NC,-1.0,-1,-1.0,5
2322,FCEQN-7325,2,1.0,24,N,1.0,P,1.0,NC,3.0,1,5.0,4
2323,FCEQN-7326,1,1.0,24,N,2.0,P,1.0,NC,-1.0,1,5.0,2
2324,FCEQN-7327,2,1.0,25,N,0.0,P,1.0,NC,-1.0,1,5.0,0
2325,FCEQN-7328,1,1.0,28,N,2.0,A,1.0,NC,-1.0,4,4.0,2
2326,FCEQN-7329,2,1.0,28,N,0.0,A,1.0,NC,-1.0,-1,-1.0,0
2327,FCEQN-7332,2,1.0,26,N,1.0,A,1.0,NC,-1.0,4,5.0,4
2328,FCEQN-7333,2,1.0,21,S,1.0,A,1.0,NC,-1.0,4,5.0,1
2329,FCEQN-7334,2,1.0,25,N,0.0,A,1.0,NC,1.0,1,5.0,4
2330,FCEQN-7336,1,1.0,23,N,1.0,P,1.0,NC,-1.0,3,3.0,4
2331,FCEQN-7337,1,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,1.0,1
2332,FCEQN-7338,2,1.0,23,S,2.0,A,1.0,NC,-1.0,-1,1.0,1
2333,FCEQN-7339,1,1.0,27,N,2.0,P,1.0,NC,-1.0,-1,1.0,4
2334,FCEQN-7340,1,1.0,27,N,2.0,P,1.0,NC,-1.0,-1,-1.0,1
2335,FCEQN-7341,1,1.0,30,N,2.0,P,1.0,NC,-1.0,-1,-1.0,6
2336,FCEQN-7342,2,1.0,30,S,2.0,P,1.0,NC,-1.0,-1,-1.0,2
2337,FCEQN-7343,1,1.0,25,S,0.0,P,1.0,NC,-1.0,-1,1.0,7
2338,FCEQN-7344,1,1.0,24,N,2.0,P,1.0,NC,-1.0,-1,1.0,3
2339,FCEQN-7345,2,1.0,29,N,1.0,P,1.0,NC,-1.0,-1,1.0,1
2340,FCEQN-7346,2,1.0,23,N,2.0,P,1.0,NC,-1.0,-1,1.0,2
2341,FCEQN-7347,1,1.0,26,S,0.0,A,1.0,NC,-1.0,-1,-1.0,4
2342,FCEQN-7348,2,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,-1.0,2
2343,FCEQN-7349,1,1.0,26,N,1.0,P,1.0,NC,-1.0,-1,1.0,2
2344,FCEQN-7350,2,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,-1.0,2
2345,FCEQN-7351,2,1.0,26,S,0.0,A,1.0,NC,-1.0,-1,-1.0,1
2346,FCEQN-7354,1,1.0,28,N,0.0,P,1.0,NC,-1.0,-1,-1.0,3
2347,FCEQN-7355,1,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,7.0,6
2348,FCEQN-7356,2,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,-1.0,3
2349,FCEQN-7357,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,2
2350,FCEQN-7359,2,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
2351,FCEQN-7360,1,1.0,23,S,0.0,A,1.0,NC,-1.0,-1,1.0,4
2352,FCEQN-7361,2,1.0,23,N,1.0,A,1.0,NC,-1.0,-1,1.0,3
2353,FCEQN-7362,2,1.0,23,S,2.0,P,1.0,NC,-1.0,-1,-1.0,3
2354,FCEQN-7363,2,1.0,28,S,2.0,P,1.0,NC,-1.0,-1,1.0,2
2355,FCEQN-7364,2,1.0,23,N,1.0,A,1.0,NC,-1.0,-1,1.0,6
2356,FCEQN-7365,2,1.0,24,N,0.0,A,1.0,NC,-1.0,-1,1.0,2
2357,FCEQN-7366,2,1.0,31,N,1.0,P,1.0,NC,-1.0,-1,-1.0,4
2358,FCEQN-7367,2,1.0,23,N,1.0,P,1.0,NC,-1.0,-1,1.0,4
2359,FCEQN-7368,1,1.0,23,N,0.0,P,1.0,NC,-1.0,-1,1.0,1
2360,FCEQN-7371,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
2361,FCEQN-7375,1,1.0,24,N,2.0,P,1.0,NC,-1.0,-1,-1.0,4
2362,FCEQN-7376,2,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,7.0,3
2363,FCEQN-7377,1,1.0,24,S,0.0,A,1.0,NC,-1.0,-1,-1.0,4
2364,FCEQN-7378,1,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,7.0,0
2365,FCEQN-7379,1,1.0,24,S,0.0,A,1.0,NC,-1.0,-1,-1.0,4
2366,FCEQN-7380,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,7.0,1
2367,FCEQN-7381,1,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,-1.0,3
2368,FCEQN-7382,1,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,-1.0,2
2369,FCEQN-7383,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,7.0,2
2370,FCEQN-7384,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,7.0,1
2371,FCEQN-7386,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,7.0,1
2372,FCEQN-7387,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,7.0,2
2373,FCEQN-7389,1,1.0,23,S,0.0,A,1.0,NC,-1.0,-1,-1.0,3
2374,FCEQN-7391,1,1.0,24,N,0.0,P,1.0,NC,-1.0,-1,-1.0,3
2375,FCEQN-7392,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
2376,FCEQN-7393,1,1.0,24,S,2.0,P,1.0,NC,-1.0,-1,7.0,1
2377,FCEQN-7394,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,7.0,1
2378,FCEQN-7395,1,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,7.0,2
2379,FCEQN-7396,1,1.0,23,N,1.0,A,1.0,NC,-1.0,-1,7.0,0
2380,FCEQN-7398,2,1.0,22,S,1.0,A,1.0,NC,-1.0,-1,7.0,6
2381,FCEQN-7399,2,1.0,23,S,1.0,A,1.0,NC,-1.0,4,7.0,3
2382,FCEQN-7400,2,1.0,23,S,0.0,A,1.0,NC,-1.0,-1,1.0,2
2383,FCEQN-7401,1,1.0,23,S,0.0,A,1.0,NC,-1.0,-1,-1.0,2
2384,FCEQN-7402,1,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,1.0,1
2385,FCEQN-7403,2,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,-1.0,1
2386,FCEQN-7404,2,1.0,25,N,0.0,A,1.0,NC,-1.0,-1,-1.0,1
2387,FCEQN-7405,2,1.0,28,N,0.0,P,1.0,NC,-1.0,-1,1.0,3
2388,FCEQN-7407,2,1.0,24,S,2.0,A,1.0,NC,-1.0,-1,-1.0,4
2389,FCEQN-7408,2,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,1.0,6
2390,FCEQN-7409,2,1.0,23,N,1.0,A,1.0,NC,-1.0,-1,-1.0,0
2391,FCEQN-7410,2,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,3
2392,FCEQN-7411,1,1.0,29,N,0.0,A,1.0,NC,-1.0,4,5.0,2
2393,FCEQN-7413,2,1.0,23,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
2394,FCEQN-7414,2,1.0,29,S,2.0,A,1.0,NC,-1.0,-1,-1.0,5
2395,FCEQN-7415,1,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,-1.0,2
2396,FCEQN-7416,2,1.0,26,N,1.0,A,1.0,NC,-1.0,1,2.0,2
2397,FCEQN-7417,1,1.0,25,N,1.0,A,1.0,NC,-1.0,-1,-1.0,5
2398,FCEQN-7418,2,1.0,26,N,2.0,P,1.0,NC,-1.0,1,5.0,0
2399,FCEQN-7420,2,1.0,34,N,2.0,A,1.0,NC,-1.0,4,7.0,4
2400,FCEQN-7422,1,1.0,24,S,2.0,P,1.0,NC,-1.0,4,5.0,1
2401,FCEQN-7421,2,1.0,23,N,0.0,A,1.0,NC,-1.0,4,3.0,1
2402,FCEQN-7424,1,1.0,24,S,1.0,A,1.0,NC,-1.0,4,3.0,0
2403,FCEQN-7425,1,1.0,28,S,0.0,A,1.0,NC,-1.0,-1,-1.0,2
2404,FCEQN-7426,1,1.0,25,N,1.0,A,1.0,NC,-1.0,4,3.0,0
2405,FCEQN-7427,1,1.0,27,N,0.0,P,1.0,NC,-1.0,1,5.0,4
2406,FCEQN-7428,1,1.0,24,S,1.0,A,1.0,NC,-1.0,1,5.0,4
2407,FCEQN-7429,1,1.0,23,S,0.0,A,1.0,NC,-1.0,4,3.0,3
2408,FCEQN-7430,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,2
2409,FCEQN-7431,1,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
2410,FCEQN-7432,2,1.0,24,S,2.0,P,1.0,NC,-1.0,-1,1.0,2
2411,FCEQN-7433,2,1.0,30,N,0.0,A,1.0,NC,-1.0,-1,-1.0,0
2412,FCEQN-7435,2,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,1.0,7
2413,FCEQN-7436,1,1.0,23,S,2.0,A,1.0,NC,-1.0,1,4.0,4
2414,FCEQN-7440,2,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,1.0,13
2415,FCEQN-7441,2,1.0,25,S,2.0,A,1.0,NC,-1.0,-1,1.0,2
2416,FCEQN-7442,2,1.0,24,S,2.0,A,1.0,NC,-1.0,-1,1.0,1
2417,FCEQN-7443,2,1.0,23,S,0.0,A,1.0,NC,-1.0,-1,1.0,4
2418,FCEQN-7444,2,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,1.0,1
2419,FCEQN-7445,1,1.0,23,N,1.0,A,1.0,NC,-1.0,-1,1.0,1
2420,FCEQN-7446,1,1.0,36,S,1.0,A,1.0,NC,-1.0,-1,-1.0,3
2421,FCEQN-7447,2,1.0,23,N,1.0,P,1.0,NC,-1.0,-1,1.0,3
2422,FCEQN-7448,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
2423,FCEQN-7449,2,1.0,26,N,2.0,P,1.0,NC,-1.0,-1,1.0,1
2424,FCEQN-7450,1,1.0,31,N,2.0,P,1.0,NC,-1.0,-1,-1.0,3
2425,FCEQN-7451,2,1.0,24,N,1.0,P,1.0,NC,-1.0,4,3.0,3
2426,FCEQN-7452,2,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,-1.0,2
2427,FCEQN-7453,1,1.0,23,N,0.0,A,1.0,NC,-1.0,1,5.0,0
2428,FCEQN-7455,1,1.0,30,S,2.0,A,1.0,NC,-1.0,-1,-1.0,7
2429,FCEQN-7456,1,1.0,23,N,1.0,P,1.0,NC,-1.0,4,3.0,1
2430,FCEQN-7459,1,1.0,24,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
2431,FCEQN-7458,1,1.0,24,S,1.0,A,1.0,NC,-1.0,4,5.0,0
2432,FCEQN-7460,1,1.0,24,S,1.0,A,1.0,NC,-1.0,4,3.0,1
2433,FCEQN-7461,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,7.0,4
2434,FCEQN-7462,1,1.0,23,N,1.0,P,1.0,NC,-1.0,-1,7.0,3
2435,FCEQN-7463,2,1.0,24,S,0.0,A,1.0,NC,2.0,1,3.0,1
2436,FCEQN-7464,2,1.0,23,N,1.0,A,1.0,NC,-1.0,-1,-1.0,0
2437,FCEQN-7465,2,1.0,28,N,1.0,P,1.0,NC,-1.0,-1,-1.0,3
2438,FCEQN-7466,1,1.0,25,N,2.0,P,1.0,NC,-1.0,4,5.0,3
2439,FCEQN-7467,2,1.0,23,N,0.0,A,1.0,NC,-1.0,3,5.0,14
2440,FCEQN-7469,2,1.0,28,S,0.0,A,1.0,NC,-1.0,1,3.0,4
2441,FCEQN-7470,2,1.0,25,S,1.0,P,1.0,NC,-1.0,1,7.0,1
2442,FCEQN-7471,2,1.0,27,N,2.0,P,1.0,NC,-1.0,1,5.0,0
2443,FCEQN-7472,2,1.0,24,S,1.0,P,1.0,NC,-1.0,-1,-1.0,2
2444,FCEQN-7474,2,1.0,27,N,0.0,A,1.0,NC,-1.0,-1,-1.0,4
2445,FCEQN-7475,1,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,1.0,0
2446,FCEQN-7477,1,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,1.0,6
2447,FCEQN-7478,2,1.0,24,S,2.0,A,1.0,NC,-1.0,-1,1.0,3
2448,FCEQN-7479,1,1.0,23,N,0.0,A,1.0,NC,-1.0,-1,-1.0,4
2449,FCEQN-7480,2,1.0,37,S,2.0,A,1.0,NC,-1.0,-1,-1.0,3
2450,FCEQN-7481,2,1.0,23,S,0.0,P,1.0,NC,-1.0,-1,1.0,1
2451,FCEQN-7483,2,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,-1.0,1
2452,FCEQN-7484,1,1.0,44,S,2.0,A,1.0,NC,-1.0,-1,-1.0,3
2453,FCEQN-7485,2,1.0,24,S,2.0,A,1.0,NC,-1.0,1,4.0,3
2454,FCEQN-7487,1,1.0,24,S,0.0,A,1.0,NC,-1.0,3,3.0,2
